2023-04-17 09:33:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-17 09:33:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-17 09:33:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-17 09:33:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-17 09:33:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-17 09:33:02 | [INFO] | (main.py).|main(107) | Change in stores - []
2023-04-17 09:33:02 | [INFO] | (main.py).|main(118) | End programs
2023-04-17 09:33:02 | [INFO] | (main.py).|main(119) | *****************************************************************
2023-04-17 09:36:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-17 09:36:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-17 09:36:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-17 09:36:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-17 09:36:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-17 09:36:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-17 09:36:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-17 09:36:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-17 09:36:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-17 09:36:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-17 09:36:02 | [INFO] | (main.py).|main(107) | Change in stores - []
2023-04-17 09:36:02 | [INFO] | (main.py).|main(118) | End programs
2023-04-17 09:36:02 | [INFO] | (main.py).|main(119) | *****************************************************************
2023-04-17 09:39:03 | [INFO] | (main.py).|main(54) | Start programs
2023-04-17 09:39:03 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-17 09:39:03 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-17 09:39:03 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-17 09:39:03 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-17 09:39:03 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-17 09:39:03 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-17 09:39:03 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-17 09:39:03 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-17 09:39:03 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-17 09:39:03 | [INFO] | (main.py).|main(107) | Change in stores - []
2023-04-17 09:39:03 | [INFO] | (main.py).|main(118) | End programs
2023-04-17 09:39:03 | [INFO] | (main.py).|main(119) | *****************************************************************
2023-04-17 09:42:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-17 09:42:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-17 09:42:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-17 09:42:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-17 09:42:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-17 09:42:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-17 09:42:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-17 09:42:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-17 09:42:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-17 09:42:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-17 09:42:03 | [INFO] | (main.py).|main(107) | Change in stores - []
2023-04-17 09:42:03 | [INFO] | (main.py).|main(118) | End programs
2023-04-17 09:42:03 | [INFO] | (main.py).|main(119) | *****************************************************************
2023-04-17 09:45:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-17 09:45:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-17 09:45:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-17 09:45:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-17 09:45:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-17 09:45:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-17 09:45:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-17 09:45:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-17 09:45:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-17 09:45:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-17 09:45:02 | [INFO] | (main.py).|main(107) | Change in stores - []
2023-04-17 09:45:02 | [INFO] | (main.py).|main(118) | End programs
2023-04-17 09:45:02 | [INFO] | (main.py).|main(119) | *****************************************************************
2023-04-17 09:48:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-17 09:48:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-17 09:48:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-17 09:48:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-17 09:48:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-17 09:48:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-17 09:48:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-17 09:48:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-17 09:48:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-17 09:48:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-17 09:48:02 | [INFO] | (main.py).|main(107) | Change in stores - []
2023-04-17 09:48:02 | [INFO] | (main.py).|main(118) | End programs
2023-04-17 09:48:02 | [INFO] | (main.py).|main(119) | *****************************************************************
2023-04-17 09:51:03 | [INFO] | (main.py).|main(54) | Start programs
2023-04-17 09:51:03 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-17 09:51:03 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-17 09:51:03 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-17 09:51:03 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-17 09:51:03 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-17 09:51:03 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-17 09:51:03 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-17 09:51:03 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-17 09:51:03 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-17 09:51:03 | [INFO] | (main.py).|main(107) | Change in stores - []
2023-04-17 09:51:03 | [INFO] | (main.py).|main(118) | End programs
2023-04-17 09:51:03 | [INFO] | (main.py).|main(119) | *****************************************************************
2023-04-17 09:54:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-17 09:54:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-17 09:54:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-17 09:54:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-17 09:54:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-17 09:54:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-17 09:54:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-17 09:54:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-17 09:54:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-17 09:54:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-17 09:54:03 | [INFO] | (main.py).|main(107) | Change in stores - []
2023-04-17 09:54:03 | [INFO] | (main.py).|main(118) | End programs
2023-04-17 09:54:03 | [INFO] | (main.py).|main(119) | *****************************************************************
2023-04-17 09:57:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-17 09:57:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-17 09:57:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-17 09:57:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-17 09:57:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-17 09:57:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-17 09:57:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-17 09:57:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-17 09:57:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-17 09:57:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-17 09:57:02 | [INFO] | (main.py).|main(107) | Change in stores - []
2023-04-17 09:57:02 | [INFO] | (main.py).|main(118) | End programs
2023-04-17 09:57:02 | [INFO] | (main.py).|main(119) | *****************************************************************
2023-04-17 10:00:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-17 10:00:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-17 10:00:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-17 10:00:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-17 10:00:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-17 10:00:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-17 10:00:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-17 10:00:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-17 10:00:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-17 10:00:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-17 10:00:02 | [INFO] | (main.py).|main(107) | Change in stores - []
2023-04-17 10:00:02 | [INFO] | (main.py).|main(118) | End programs
2023-04-17 10:00:02 | [INFO] | (main.py).|main(119) | *****************************************************************
2023-04-17 10:03:03 | [INFO] | (main.py).|main(54) | Start programs
2023-04-17 10:03:03 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-17 10:03:03 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-17 10:03:03 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-17 10:03:03 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-17 10:03:03 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-17 10:03:03 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-17 10:03:03 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-17 10:03:03 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-17 10:03:03 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-17 10:03:03 | [INFO] | (main.py).|main(107) | Change in stores - []
2023-04-17 10:03:03 | [INFO] | (main.py).|main(118) | End programs
2023-04-17 10:03:03 | [INFO] | (main.py).|main(119) | *****************************************************************
2023-04-17 10:06:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-17 10:06:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-17 10:06:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-17 10:06:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-17 10:06:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-17 10:06:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-17 10:06:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-17 10:06:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-17 10:06:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-17 10:06:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-17 10:06:03 | [INFO] | (main.py).|main(107) | Change in stores - []
2023-04-17 10:06:03 | [INFO] | (main.py).|main(118) | End programs
2023-04-17 10:06:03 | [INFO] | (main.py).|main(119) | *****************************************************************
2023-04-17 10:09:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-17 10:09:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-17 10:09:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-17 10:09:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-17 10:09:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-17 10:09:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-17 10:09:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-17 10:09:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-17 10:09:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-17 10:09:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-17 10:09:03 | [INFO] | (main.py).|main(107) | Change in stores - []
2023-04-17 10:09:03 | [INFO] | (main.py).|main(118) | End programs
2023-04-17 10:09:03 | [INFO] | (main.py).|main(119) | *****************************************************************
2023-04-17 10:12:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-17 10:12:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-17 10:12:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-17 10:12:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-17 10:12:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-17 10:12:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-17 10:12:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-17 10:12:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-17 10:12:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-17 10:12:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-17 10:12:02 | [INFO] | (main.py).|main(107) | Change in stores - []
2023-04-17 10:12:02 | [INFO] | (main.py).|main(118) | End programs
2023-04-17 10:12:02 | [INFO] | (main.py).|main(119) | *****************************************************************
2023-04-17 10:15:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-17 10:15:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-17 10:15:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-17 10:15:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-17 10:15:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-17 10:15:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-17 10:15:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-17 10:15:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-17 10:15:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-17 10:15:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-17 10:15:02 | [INFO] | (main.py).|main(107) | Change in stores - []
2023-04-17 10:15:02 | [INFO] | (main.py).|main(118) | End programs
2023-04-17 10:15:02 | [INFO] | (main.py).|main(119) | *****************************************************************
2023-04-17 10:18:03 | [INFO] | (main.py).|main(54) | Start programs
2023-04-17 10:18:03 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-17 10:18:03 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-17 10:18:03 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-17 10:18:03 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-17 10:18:03 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-17 10:18:03 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-17 10:18:03 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-17 10:18:03 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-17 10:18:03 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-17 10:18:03 | [INFO] | (main.py).|main(107) | Change in stores - []
2023-04-17 10:18:03 | [INFO] | (main.py).|main(118) | End programs
2023-04-17 10:18:03 | [INFO] | (main.py).|main(119) | *****************************************************************
2023-04-17 10:21:03 | [INFO] | (main.py).|main(54) | Start programs
2023-04-17 10:21:03 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-17 10:21:03 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-17 10:21:03 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-17 10:21:03 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-17 10:21:03 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-17 10:21:03 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-17 10:21:03 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-17 10:21:03 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-17 10:21:03 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-17 10:21:03 | [INFO] | (main.py).|main(107) | Change in stores - []
2023-04-17 10:21:03 | [INFO] | (main.py).|main(118) | End programs
2023-04-17 10:21:03 | [INFO] | (main.py).|main(119) | *****************************************************************
2023-04-17 10:24:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-17 10:24:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-17 10:24:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-17 10:24:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-17 10:24:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-17 10:24:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-17 10:24:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-17 10:24:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-17 10:24:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-17 10:24:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-17 10:24:02 | [INFO] | (main.py).|main(107) | Change in stores - []
2023-04-17 10:24:02 | [INFO] | (main.py).|main(118) | End programs
2023-04-17 10:24:02 | [INFO] | (main.py).|main(119) | *****************************************************************
2023-04-17 10:27:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-17 10:27:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-17 10:27:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-17 10:27:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-17 10:27:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-17 10:27:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-17 10:27:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-17 10:27:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-17 10:27:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-17 10:27:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-17 10:27:05 | [INFO] | (main.py).|main(107) | Change in stores - []
2023-04-17 10:27:05 | [INFO] | (main.py).|main(118) | End programs
2023-04-17 10:27:05 | [INFO] | (main.py).|main(119) | *****************************************************************
2023-04-17 10:30:03 | [INFO] | (main.py).|main(54) | Start programs
2023-04-17 10:30:03 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-17 10:30:03 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-17 10:30:03 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-17 10:30:03 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-17 10:30:03 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-17 10:30:03 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-17 10:30:03 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-17 10:30:03 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-17 10:30:03 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-17 10:30:03 | [INFO] | (main.py).|main(107) | Change in stores - []
2023-04-17 10:30:03 | [INFO] | (main.py).|main(118) | End programs
2023-04-17 10:30:03 | [INFO] | (main.py).|main(119) | *****************************************************************
2023-04-17 10:33:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-17 10:33:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-17 10:33:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-17 10:33:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-17 10:33:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-17 10:33:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-17 10:33:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-17 10:33:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-17 10:33:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-17 10:33:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-17 10:33:03 | [INFO] | (main.py).|main(107) | Change in stores - []
2023-04-17 10:33:03 | [INFO] | (main.py).|main(118) | End programs
2023-04-17 10:33:03 | [INFO] | (main.py).|main(119) | *****************************************************************
2023-04-17 10:36:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-17 10:36:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-17 10:36:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-17 10:36:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-17 10:36:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-17 10:36:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-17 10:36:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-17 10:36:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-17 10:36:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-17 10:36:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-17 10:36:02 | [INFO] | (main.py).|main(107) | Change in stores - []
2023-04-17 10:36:02 | [INFO] | (main.py).|main(118) | End programs
2023-04-17 10:36:02 | [INFO] | (main.py).|main(119) | *****************************************************************
2023-04-17 10:39:03 | [INFO] | (main.py).|main(54) | Start programs
2023-04-17 10:39:03 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-17 10:39:03 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-17 10:39:03 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-17 10:39:03 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-17 10:39:03 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-17 10:39:03 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-17 10:39:03 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-17 10:39:03 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-17 10:39:03 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-17 10:39:03 | [INFO] | (main.py).|main(107) | Change in stores - []
2023-04-17 10:39:03 | [INFO] | (main.py).|main(118) | End programs
2023-04-17 10:39:03 | [INFO] | (main.py).|main(119) | *****************************************************************
2023-04-17 10:42:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-17 10:42:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-17 10:42:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-17 10:42:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-17 10:42:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-17 10:42:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-17 10:42:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-17 10:42:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-17 10:42:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-17 10:42:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-17 10:42:03 | [INFO] | (main.py).|main(107) | Change in stores - []
2023-04-17 10:42:03 | [INFO] | (main.py).|main(118) | End programs
2023-04-17 10:42:03 | [INFO] | (main.py).|main(119) | *****************************************************************
2023-04-17 10:45:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-17 10:45:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-17 10:45:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-17 10:45:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-17 10:45:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-17 10:45:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-17 10:45:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-17 10:45:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-17 10:45:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-17 10:45:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-17 10:45:02 | [INFO] | (main.py).|main(107) | Change in stores - []
2023-04-17 10:45:02 | [INFO] | (main.py).|main(118) | End programs
2023-04-17 10:45:02 | [INFO] | (main.py).|main(119) | *****************************************************************
2023-04-17 10:48:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-17 10:48:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-17 10:48:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-17 10:48:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-17 10:48:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-17 10:48:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-17 10:48:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-17 10:48:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
